Frase,Sentences Concatenate,True label
Does CBD (cannabidiol) relieve symptoms of mild to moderate covid-19 disease?,"cannabidiol (cbd) exhibits significant efficacy in mental and inflammatory diseases. background: the possibility of cannabidiol (cbd) to be used as an antiviral or to treat viral diseases has received limited attention so far, despite the growing number of claims that cbd could be used for the treatment of viral infection-related conditions. cannabidiol (cbd) is an anti-inflammatory cannabinoid shown to be beneficial in a mouse model of ibd. cannabidiol (cbd), the main nonpsychoactive constituent of cannabis sativa, has shown a wide range of therapeutically promising pharmacological effects either as a sole drug or in combination with other drugs in adjunctive therapy. beneficial effects of cannabidiol (cbd) have been described for a wide range of psychiatric disorders, including anxiety, psychosis, and depression. cannabidiol (cbd) is a component of cannabis sativa that has a broad spectrum of potential therapeutic effects in neuropsychiatric and other disorders. cannabidiol (cbd) is a compound of cannabis sativa with relevant therapeutic potential in several neuropsychiatric disorders including depression. cannabidiol (cbd) is a natural compound with psychoactive therapeutic properties well described. cannabidiol (cbd), the main non-psychotomimetic component of the plant cannabis sativa, exerts therapeutically promising effects on human mental health such as inhibition of psychosis, anxiety and depression. cannabidiol (cbd), one of the main components of cannabis sp., presents clinical and preclinical anxiolytic properties. with treatment benefits in both the central nervous system and the peripheral system, the medical use of cannabidiol (cbd) has gained increasing popularity. cannabidiol (cbd), a non-psychotomimetic component of cannabis sativa plant, shows therapeutic potential in psychiatric disorders, including depression. preliminary evidence suggests that cannabidiol (cbd) may be effective in the treatment of neurodegenerative disorders; however, cbd has never been evaluated for the treatment of cognitive impairments associated with schizophrenia (cias). recent evidence suggests that cannabidiol (cbd), a non-intoxicating ingredient present in cannabis extract, has an antipsychotic effect in people with established psychosis. in this model of colitis, thc and cbd not only reduced inflammation but also lowered the occurrence of functional disturbances. lacking any central effect, cannabidiol is an attractive option for treating inflammatory diseases. cannabidiol (cbd) has gained much attention in the past several years for its therapeutic potential in the treatment of drug-resistant epilepsy, such as dravet syndrome. cannabidiol (cbd), the main non-psychotomimetic component of marihuana, exhibits anxiolytic-like properties in many behavioural tests, although its potential for treating major depression has been poorly explored. in this study, the potential anti-inflammatory effects and underlying mechanisms of cbd and its analog dimethyl-heptyl-cannabidiol (dmh-cbd) were investigated using raw 264.7 macrophages. (-)-cannabidiol (cbd) has been shown to interact with delta(9)-tetrahydrocannabinol (thc) in behavioural studies, but it remains to be established if these cannabinoids interact in vivo in inflammatory disorders. |||",2
Does CBD or cannabis use protect against covid-19 disease???,"preliminary evidence suggests that cannabidiol (cbd) may be effective in the treatment of neurodegenerative disorders; however, cbd has never been evaluated for the treatment of cognitive impairments associated with schizophrenia (cias). this study examined whether cannabis use quantity and frequency predicted cud symptom counts, progression to onset of cud, and persistence of cud. higher frequency of cannabis use also predicted higher likelihood of progression to onset of cud and persistence of cud. higher frequency of cannabis use predicted lower likelihood of being symptom-free but it did not predict the severity of cud symptomatology. overall, cbd was well tolerated with no worsening of mood, suicidality, or movement side effects. validating the utility of cannabis consumption measures for predicting later cannabis related symptomatology or progression to cannabis use disorder (cud) is crucial for prevention and intervention work that may use consumption measures for quick screening. cannabis use is prevalent but only a minority of regular users develop cannabis use disorder (cud); thus, cud risk identification among current cannabis users is vital for targeted intervention development. at the dose studied, cbd augmentation was not associated with an improvement in mccb or panss scores in stable antipsychotic-treated outpatients with schizophrenia. in healthy individuals cannabis is associated with cognitive impairments. participants having used cannabis at ≤15 years had better early adolescence social functioning than those who had not used cannabis (p=0.02). cannabis user patients had better attention and executive functions than non-cannabis user patients at baseline and after 1 year of treatment. cannabis use quantity, however, did not predict any of the developmental stages of cud symptomatology examined in this study. previous studies have mostly shown positive effects of cannabis use on cognition in patients with schizophrenia, which could reflect lower neurocognitive vulnerability. among people with psychosis, those with a history of cannabis use show better cognitive performance than those who are cannabis naïve. prior cannabis use, compared to nonuse, is reported to be associated with less cognitive impairment in schizophrenia. this study compared the cognitive, symptomatic, and side effects of cbd versus placebo in a clinical trial. the aim of this study was to investigate whether course and level of cannabis use negatively impacted early psychosis patient symptom profiles (positive, negative and depressive symptoms) over 24 months. cannabis is one of the most widely used illicit drugs in the world. the use of cannabis does not seem to be associated with a negative effect on cognition in a representative sample of first-episode schizophrenia patients. the a priori hypothesis tested was that individuals with psychosis and a history of adolescent cannabis use (acu) would have better global neuropsychological performance, as measured by the brief assessment of cognition in schizophrenia (bacs) battery, compared to those with psychosis and no cannabis use history. |||",1
Do sedatives and sleeping pills such as benzodiazepines and related substances increase the risk of Alzheimer's disease or other forms of dementia?,"ever use of benzodiazepines was associated with a significantly increased risk of dementia [odds ratio (or) 1.39, 95% confidence interval (ci) 1.21-1.59]. purpose: some studies have suggested that the use of benzodiazepines in the elderly is associated with an increased risk of dementia. however, benzodiazepines are known to affect memory and cognition and might thus enhance the risk of dementia. benzodiazepines and anticholinergic drugs have been implicated in causing cognitive decline and potentially increasing dementia risk. benzodiazepine use has been associated with increased risk of dementia. key messages: our results suggest that benzodiazepine use is significantly associated with dementia risk. observational studies have suggested that benzodiazepine use may increase the risk of dementia, however there have been significant concerns regarding protopathic bias in these studies, precluding conclusive findings. conclusion: multi-methodological approaches using different methods, algorithms, and databases suggest that long-term use of benzodiazepines and long-acting benzodiazepines are strongly associated with an increased risk of dementia. users of benzodiazepines at baseline had a 10% increased risk of dementia (adjusted hazard ratio [hr], 1.10; 95% confidence interval, 0.90-1.34). we found no evidence that benzodiazepine or anticholinergic drug use is associated with typical pathological features of alzheimer's disease; however, we cannot rule out effects owing to small numbers. benzodiazepine use was associated with an increased risk of pneumonia among patients with alzheimer disease. the association of any current or former use of short- or long-acting benzodiazepines with incident dementia was analysed. results: benzodiazepine use was found to be associated with dementia in analyses using the faers database (ror: 1.63, 95% ci: 1.61-1.64; ic: 0.66, 95% ci: 0.65-0.67) and the canada vigilance adverse reaction online database (ror: 1.88, 95% ci: 1.83-1.94; ic: 0.85, 95% ci: 0.80-0.89). the objective of this review is to synthesize evidence from observational studies that evaluated the association between benzodiazepines use and dementia risk. odds of dementia were 78% higher in those who used benzodiazepines compared with those who did not use benzodiazepines (or 1.78; 95% ci 1.33-2.38). benzodiazepine use is highly prevalent in elderly and late middle-aged populations and may be associated with an increased risk of dementia. our findings indicate that the association between benzodiazepine use and dementia incidence is not purely an artefact due to protopathic bias. results of this large, prospective study show increased risk of dementia for long half-life benzodiazepine and psychotropic use. higher dose z-drug use in dementia is associated with increased fracture and stroke risks, similar or greater to that for higher dose benzodiazepines. benzodiazepines or related drugs, bzd, antipsychotics, ap, or antidepressants, ad), opioids (op), anticholinergics (ach) or aes or the concomitant use of two of these drugs, and (ii) the risk of precipitous cognitive decline in an older (≥65 years) cognitively disabled population. |||",1
"Does taking polyunsaturated fatty acids, such as omega-3 and omega-6, reduce ADHD symptoms in children?","to determine whether supplementation with the long-chain omega-3 polyunsaturated fatty acids eicosapentaenoic (epa) and docosahexaenoic acid (dha) affects behavioral symptoms and cognitive impairments in children 6-12 years of age diagnosed with attention-deficit/hyperactivity disorder (adhd). to investigate effects of omega-3 polyunsaturated fatty acids (n-3 pufa) docosahexaenoic acid (dha) and eicosapentaenoic acid (epa) on attention, literacy, and behavior in children with adhd. cognitive effects of omega-3 polyunsaturated fatty acids (ω-3 pufas) might make them helpful in attention deficit/hyperactivity disorder (adhd). a number of research studies have reported abnormal plasma fatty acid profiles in children with adhd along with some benefit of n-3 to symptoms of adhd. suboptimal omega-3 polyunsaturated fatty acid (n-3 pufa) levels may contribute to attention deficit hyperactivity disorder (adhd) and related developmental problems. low blood omega-3 lc-pufa have been reported in children with adhd and related behavior/learning difficulties, as have benefits from dietary supplementation. we aimed to investigate the serum fatty acid profile, attention scores and the tolerability in a group of adhd children after receiving methylphenidate (mph) and ω-3 pufas for 1 month. supplementation with the omega-3 fatty acid mix increased epa and dha concentrations in erythrocyte membranes and improved working memory function, but had no effect on other cognitive measures and parent- and teacher-rated behavior in the study population. in children, omega-3 polyunsaturated fatty acids (pufas) may elicit a suite of health benefits including enhancement of cognitive development. increasing erythrocyte dha and epa via dietary supplementation may improve behavior, attention, and literacy in children with adhd. therefore, our study suggests that ω-3 pufas may represent a feasible and a safe adjuvant therapy in children with adhd and might enhance the effects of mph. associations between n-3 and omega-6 (n-6) pufa levels in red blood cells (erythrocytes) and learning and behaviour were investigated in 75 children aged 7-12 with adhd. the findings unveil for the first time that cu and anti-social traits in adhd are associated with lower omega-3 levels. however, it is currently unclear whether (lower) long chain-polyunsaturated fatty acids (lc-pufas) are related to adhd pathology or to associated behaviours. omega-3 polyunsaturated fatty acids (n-3 pufas) are known to critically influence brain development and functions. findings from epidemiological and observational studies have indicated that diets high in omega-3 polyunsaturated fatty acids (pufas) such as docosahexaenoic acid (dha) and eicosapentaenoic acid (epa) may reduce the risk of cognitive decline and alzheimer's disease (ad). these findings require confirmation, but suggest that the benefits from dietary supplementation with omega-3 lc-pufa found for adhd, dyspraxia, dyslexia, and related conditions might extend to the general school population. omega-3 long-chain polyunsaturated fatty acids (lc-pufa), especially dha (docosahexaenonic acid) are essential for brain development and physical health. a combination of mph (1 mg/kg/day) and eicosapentaenoic (epa, 70 mg/day) + docosahexaenoic acids (dha, 250 mg/day) was administered to 40 adhd children (7-15 years). callous-unemotional (cu) traits were found to be significantly negatively related to both eicosapentaenoic acid (epa), and total omega-3 in the adhd group. |||",2
Do infusions of vitamin C relieve symptoms of chronic fatigue or long covid?,"vitamin c (50 g/session) was administered twice weekly and quality of life and multidimensional fatigue symptomology questionnaires were undertaken. the group which received vitamin c, showed improvement in vas score at the end of second and sixth week of follow up, reduced analgesia requirements and improved functional outcome as compared to the placebo group. pharmacologic vitamin c has been used as an alternative treatment for the disease itself but its effects on fatigue have not often been documented. the combination of a regular daily supplement of vitamin c with extra dosage at the time of illness has been shown to reduce the disability due to common colds and other winter illness, but we have seen little effect on frequency of infections, sense of (well-being), or levels of serum cholesterol. the failure of vitamin c supplementation to reduce the incidence of colds in the general population indicates that routine vitamin c supplementation is not justified, yet vitamin c may be useful for people exposed to brief periods of severe physical exercise. these studies do not support a considerable decrease in the incidence of the common cold with supplemental vitamin c. however, vitamin c has consistently decreased the duration of cold episodes and the severity of symptoms. the severity of colds was also reduced by regular vitamin c administration.seven comparisons examined the effect of therapeutic vitamin c (3249 episodes). consumption of large doses of vitamin c has been ascribed several beneficial effects e.g. placebo-controlled trials have shown that vitamin c supplementation decreases the duration and severity of common cold infections. vitamins have been shown to reduce chemotherapy-related fatigue (crf) by conserving energy loss both during and after cancer treatment. the effect of vitamin c on the common cold has been the subject of several studies. nevertheless, given the consistent effect of vitamin c on the duration and severity of colds in the regular supplementation studies, and the low cost and safety, it may be worthwhile for common cold patients to test on an individual basis whether therapeutic vitamin c is beneficial for them. studies have shown that vitamin c, being an anti-oxidant and neuro-modulating agent, can help to reduce pain in a variety of clinical settings. the trials analyzed in this work used regular vitamin c supplementation, but it is conceivable that therapeutic supplementation starting early at the onset of the cold episode could produce comparable benefits. this study aimed to investigate the combined effect of vitamin c and omega-3 polyunsaturated fatty acids (n-3 pufa) on fatigue following cabg surgery. current evidence does not support supplementing critically ill patients with vitamin c. a moderately large treatment effect may exist, but further studies, particularly of monotherapy administration, are warranted. five trials involving a total of 598 marathon runners, skiers and soldiers on subarctic exercises yielded a pooled rr of 0.48 (95% ci 0.35 to 0.64).thirty-one comparisons examined the effect of regular vitamin c on common cold duration (9745 episodes). conclusion combination of vitamin c and n-3 pufa effectively reduces post-operative fatigue among patients who undergo cabg surgery. in children, 1 to 2 g/day vitamin c shortened colds by 18%. vitamin c, an enzyme cofactor and antioxidant, could hasten the resolution of inflammation, oxidative stress, and microvascular dysfunction. |||",1
Does taking probiotics shorten the duration of acute infectious diarrhea?,"probiotics may offer a safe intervention in acute infectious diarrhoea to reduce the duration and severity of the illness. evidence suggests that probiotics can reduce diarrhoea duration. probiotics may be of benefit in treating acute infectious diarrhea and reducing antibiotic-associated diarrhea. this review focuses on new research findings relevant to the effects of probiotics on diarrhea prevention and treatment and potential mechanisms of action for this alternative therapy for diarrhea. probiotics reduced the risk of diarrhoea at 3 days (relative risk 0.66, 95% confidence interval 0.55 to 0.77, random effects model; 15 studies) and the mean duration of diarrhoea by 30.48 hours (95% confidence interval 18.51 to 42.46 hours, random effects model, 12 studies). growing evidence suggests that probiotics may serve as a functional food in the treatment of diarrhea. probiotic bacteria have well-established beneficial effects in the management of diarrhoeal diseases. there is some clinical evidence suggesting a possible role for probiotics in the prophylaxis of infectious diarrhoea in some circumstances, but there is little evidence of a beneficial effect in the treatment of established diarrhoea, except in cases of relapsing c. difficile infection. some studies indicate that the risk of antibiotic-associated diarrhea can be reduced by administration of certain probiotic microorganisms. to assess the effects of probiotics in proven or presumed infectious diarrhoea. beneficial effects of probiotics in acute infectious diarrhoea in children are mainly seen in watery diarrhoea and viral gastroenteritis. probiotics appear to be a useful adjunct to rehydration therapy in treating acute, infectious diarrhoea in adults and children. therefore, probiotics, as beneficial microorganisms for host health, have attracted clinical attention for their potential therapeutic application in the treatment of diarrhea. clinical trials suggest potential beneficial effects of probiotic therapy for preventing and treating antibiotic-associated diarrhea, acute diarrhea including rotavirus-induced diarrhea, traveler's diarrhea, and diarrhea-predominant irritable bowel syndrome. probiotics have been suggested to be of use in many diarrhoeal disorders, particularly in the prophylaxis and treatment of infectious diarrhoea. numerous probiotic agents have been studied for the management of diarrheal disease. to evaluate the evidence for probiotic use in the prevention and treatment of antibiotic-associated diarrhea (aad). several studies have shown that probiotics are of benefit in gastrointestinal infections, including viral diarrhea, clostridium difficile-associated diarrhea, traveler's diarrhea, and antibiotic-associated diarrhea. the role of probiotics in treating or preventing diarrheal diseases is well known. a clinical trial conducted by our group demonstrated that cdi patients undergoing adjunctive treatment with lactobacillus and bifidobacterium probiotics had a reduction in diarrheal duration and compositional changes in their stool microbiomes. |||",2
Does high-dose vitamin D slow down the course of disease in multiple sclerosis (MS)?,"a protective association between higher vitamin d levels and the onset of multiple sclerosis (ms) has been demonstrated; however, its role in modulating ms clinical course has been little studied. there is increasing evidence that vitamin d can be protective against the development of multiple sclerosis (ms), but it may also be beneficial for the clinical course of the disease. the association of vitamin d deficiency with higher prevalence, relapse rate and progression of multiple sclerosis (ms) has stimulated great interest in using vitamin d supplementation as a preventative measure and even a therapy for established ms. our finding that higher vitamin d levels are associated with decreased exacerbation risk in relapsing-remitting ms suggests a beneficial effect of vitamin d on disease course in ms. here, we review the current understanding of the molecular effects of vitamin d beyond calcium homeostasis, the potential beneficial action in ms and hazards including complications of chronic and high-dose therapy. vitamin d has been related to the prevention of ms and to modulating its course. vitamin d sufficiency has been associated with lower risk of multiple sclerosis and may also have a favorable effect on the course of the disease. low vitamin d status has been associated with multiple sclerosis (ms) prevalence and risk, but the therapeutic potential of vitamin d in established ms has not been explored. vitamin d deficiency is a proposed risk factor for multiple sclerosis (ms), but its role in progressive ms is not well understood. vitamin d deficiency increases the risk of developing multiple sclerosis (ms) but it is unclear whether vitamin d supplementation improves the clinical course of ms, and there is uncertainty about the dose and form of vitamin d (d2 or d3) to be used. this trial provides class ii evidence that high-dose vitamin d use for 52 weeks in patients with multiple sclerosis does not significantly increase serum calcium levels when compared to patients not on high-dose supplementation. observational studies have suggested that vitamin d may reduce inflammation in relapsing-remitting multiple sclerosis (rrms), but this has not been clearly confirmed in randomized controlled trials. a poor vitamin d status has been associated with a high disease activity of multiple sclerosis (ms). high-dose vitamin d (approximately 10,000 iu/day) in multiple sclerosis is safe, with evidence of immunomodulatory effects. recent studies have shown the safety of high-dose vitamin d in ms. this has raised interest in potential clinical benefits of vitamin d supplementation in the management of ms. this study compared the effects of high-dose vitamin d on interleukin 10 (il-10) levels in ms patients in a double-blind, randomized clinical trial. our aim was to assess the tolerability of high-dose oral vitamin d and its impact on biochemical, immunologic, and clinical outcomes in patients with ms prospectively. the aim of this paper is to address whether and how vitamin d should be monitored in patients with ms. possible benefits of vitamin d supplementation were assessed from observational, experimental and clinical studies. the aim of this work was to identify predictors of serum 25-hydroxy vitamin d (25[oh]d) levels in persons with multiple sclerosis (ms) and to assess the effect of high-dose vitamin d(3) supplementation on vitamin d status. |||",1
Does taking taiga root extract strengthen the immune system? Can it make vaccinations more effective or tolerable?,"when used appropriately, immunization can effectively prevent many infections and diseases. these results indicate that probiotics are a good candidate to stimulate responses to vaccines and thus, according to efsa, enhance the function of the immune system related to defense against infection. immune responses to vaccination can be enhanced by inclusion of adjuvant in a vaccine. effective anti-infectious vaccines should elicit protective th1 responses, cytotoxic cd8+ cells and antibody-forming cells. these data show that il-33 is a promising immunoadjuvant at improving t cell immunity in a vaccine setting and suggest further development and understanding of this molecular adjuvant for strategies against many obstinate infectious diseases and cancer. after two immunizations with vaccine formulated with porb/ova, antigen-specific cd4 and cd8 t cells were significantly increased in numbers and produced il-4 or ifn-γ upon ex vivo antigen re-stimulation. adjuvants improve host responsiveness to co-delivered vaccines through a variety of mechanisms. vaccines have long been used to boost the immune system and to confer protection against microbial infections. vaccines that can rapidly induce strong and robust antibody-mediated immunity could improve protection from certain infectious diseases for which current vaccine formulations are inefficient. vaccination is the administration of antigenic material to stimulate the immune system to develop adaptive immunity to a disease. thus, detoxified lipopolysaccaride (mpl-a), cpg oligonucleotides, imidazoquinolines and adenine derivatives acting via innate sensors may represent improvements in therapeutic vaccinations for allergy as able to interfere with pathogenic th2 cells with eventual induction of th1 differentiation. the european food safety authority (efsa) has indicated that stimulation of protective antibody titers from vaccination could be used to substantiate a supplement or food health claim on the function of the immune system related to defense against pathogens in healthy individuals. vaccines can prevent or reduce morbidity from a vast number of infections. as the most successful prophylactic in medical history, there is now an emerging interest as to whether vaccination can be applied in autoimmune and inflammatory conditions. adjuvants can be used to enhance the magnitude and affect the type of the antigen-specific immune response, and the combination of antigens with more than one adjuvant, the so called adjuvant system approach, has been shown to allow the development of vaccines with the ability to generate effective immune responses adapted to both the pathogen and the target population. many probiotics exert anti-inflammatory influence on the immune system and induce t-regs. toll-like receptor (tlr) agonists are frequently studied for their role as vaccine adjuvants, largely because of their ability to enhance initiation of immune responses to antigens by activating dendritic cells. there is an unmet clinical need for vaccine adjuvants that induce t cells responses to potentially enhance protection against malignancies and intracellular pathogens, where a humoral response, alone, may not be adequate for protection. when administered in combination with vaccines designed to prevent or slow tumor growth, tlr agonists have significantly improved the generation of cytotoxic t lymphocytes. these are diseases of failed immune regulation; vaccination in this context aims to exploit the power of antigenic material to stimulate immune homeostasis in the form of active, adaptive, regulatory immune responses. |||",1
"Can ozone therapy, in which autologous blood is treated with ozone and recycled, favorably influence the course of COVID-19 disease?","ozone major autohemotherapy (the return of a small amount of a patient's blood to the circulation after ex vivo exposure to ozone) has been reported to have a therapeutic effect in various pathological conditions, including ischemic, infectious, autoimmune and neoplastic disorders. to evaluate the susceptibilities of human blood constituents to the low levels of ozone used in ozonated autohemotherapy (40 microgo3/ml), we quantified plasma antioxidants and erythrocyte constituents after rapid mixing of human whole blood with ozone at 20, 40, 60, and 100 microg/ml blood. venous blood samples, obtained from three healthy humans, were treated with different concentrations of ozone (30, 50, 70 and 80 µg/ml) for three weeks in vitro. the purpose of the present study was to investigate the effect of ozone administration ex vivo, at a concentration commonly used in major autohemotherapy, on peripheral blood neutrophil function in vitro. because ozone therapy can activate the antioxidant system and improve blood circulation and oxygen delivery to tissue, the aim of this study was to investigate the therapeutic efficacy of ozone in patients with cad, treated with antithrombotic therapy, aspirin and policosanol. our results demonstrate that although 10μg/ml ozone has no effect on hemorheology, 50μg/ml ozone concentration has positive effects on rbc deformability, thus circulation at 0.53 pa corresponding to the shear stress encountered during venous circulation. ozone treatment significantly (p<0.001) improved prothrombin time when compared to the antithrombotic therapy only group, without modifying bleeding time. ozone therapy - i.e. the aim of this study is to investigate the effect of major ozone autohemotherapy on erythrocyte deformability and aggregation. seven subjects were recruited for the therapy that was performed by transfusing ozone-enriched autologous blood on 3 alternate days over 1 week. except that, the possibility of using ozone to sterilize blood supplies is under promising investigation. we are proposing to evaluate whether a complementary approach based on cycles of oxygen-ozone autohemotherapy (o3-aht) already performed in millions of patients, can abate the chronic oxidative stress and improve the quality of life of serious hemoglobinopathic patients. 50μg/ml ozone increased red blood cell (rbc) deformability measured at 0.53 pa. autohaemotherapy, involving bland treatment ex vivo of blood with ozone and prompt reinfusion into the donor, is a procedure mainly performed in central europe, which is claimed to have therapeutic value in circulatory disorders, viral diseases and cancer. ozone is used intensively worldwide in treatment and research of various pathologies due to its healing effects. treatment with low-dose ozone is successfully exploited as an adjuvant therapy in the treatment of several disorders. these results show that medical ozone treatment could be a complementary therapy in the treatment of cad and its complications. 10 and 50μg/ml doses of ozone was applied for 20 minute to venous blood samples obtained from 10 healthy male volunteers. the purpose of this study was to assess the effect of ozone on the rheological and electrical properties of stored human blood. to determine whether ozone therapy could acutely modify artery vasodilatory capacity, a flow-mediated dilation test was performed at the brachial artery level before and after an ozonized autohemotransfusion in 16 patients with pad, mean (± sd) age 55±1.8 years, and 14 healthy volunteers matched for age, sex and body mass index. |||",1
Does dimenhydrinate relieve travel nausea better than a placebo?,"in the dimenhydrinate group, more patients remained completely free from post-operative nausea and vomiting compared with placebo (dimenhydrinate: 38.8%; placebo: 15.1%; p = 0.004). intra-operative dimenhydrinate, followed by three further administrations after surgery, reduces the incidence and the severity of post-operative nausea and vomiting without side effects. thus, dimenhydrinate was compared with placebo in this prospective, randomized, double-blind study. medical use of dim is for prevention of nausea and motion sickness. to compare zaldaride maleate, a calmodulin inhibitor with gastrointestinal antisecretory properties, with loperamide and a placebo in the treatment of travellers' diarrhoea. diclectin use resulted in a significantly larger improvement in symptoms of nausea and vomiting of pregnancy compared with placebo based on both the pregnancy unique quantification of emesis score (-4.8 ± 2.7 vs -3.9 ± 2.6; p = .006) and quality of life. nausea and vomiting were graded according to intensity at 1, 2, 4, 6, 12 and 24 h. nausea or vomiting occurred in 14 patients (35%) in the placebo group, 4 (10%) in the ondansetron group and 10 (25%) in the droperidol group; the difference between ondansetron and placebo was statistically significant (p = 0.007). dimenhydrinate is an inexpensive antihistaminic drug, that is frequently used as an anti-emetic during anaesthesia. three of the 14 placebo patients (7.5%) were nauseous, compared with 4 (10%) receiving ondansetron and 5 (12.5%) receiving droperidol. dimenhydrinate is a traditional and inexpensive antiemetic with an efficacy that might be considered as clinically relevant. to evaluate the effectiveness of diclectin (doxylamine succinate 10 mg-pyridoxine hydrochloride 10 mg, delayed-release preparation) as compared with placebo for nausea and vomiting of pregnancy. dimenhydrinate (dim) is an over-the-counter antihistamine consisting of diphenhydramine (dip) and 8-chlorotheophylline (ctp). however, so far the quantitative effect of dimenhydrinate in the prophylaxis of postoperative nausea and vomiting (ponv) has not been evaluated systematically. complete protection from nausea during the first 24 hours was achieved in 80% by the metoclopramide cocktail and in 50% by the dixyrazine combination. diclectin delayed release formulation of doxylamine succinate and pyridoxine hydrochloride is effective and well tolerated in treating nausea and vomiting of pregnancy. evaluated according to a nine-symptom rating scale, in eighteen dyspeptic patients, proved significantly more effective than placebo. in all, 18 trials with 3045 patients were included in the analysis: 1658 patients received a placebo (control) and 1387 patients received dimenhydrinate. eleven of the 14 placebo patients (27.5%) vomited, compared with none of the 4 ondansetron patients (vs. placebo, p = 0.0004) and 5 of the droperidol patients (vs. placebo, p = 0.18). a double-blind, randomized, crossover study was conducted to compare the efficacy and safety of high-dose dexamethasone (protocol d) with a combination of dexamethasone, metoclopramide and diphenhydramine (protocol dmd) in the management of chemotherapy-induced nausea and vomiting in cancer patients. we sought to determine the relative efficacy of diphenhydramine compared to saline placebo and lidocaine. |||",1
Does dimenhydrinate relieve travel nausea as well as the proven drug scopolamine???,"comparison with placebo indicated that transdermal scopolamine provided protection against motion sickness at a significance level of p = 0.0001 and oral dimenhydrinate at a level of p = 0.05. efficacy of transdermal scopolamine was compared with oral dimenhydrinate and placebo. intra-operative dimenhydrinate, followed by three further administrations after surgery, reduces the incidence and the severity of post-operative nausea and vomiting without side effects. in the dimenhydrinate group, more patients remained completely free from post-operative nausea and vomiting compared with placebo (dimenhydrinate: 38.8%; placebo: 15.1%; p = 0.004). dimenhydrinate is an inexpensive antihistaminic drug, that is frequently used as an anti-emetic during anaesthesia. medical use of dim is for prevention of nausea and motion sickness. dimenhydrinate (dim) is an over-the-counter antihistamine consisting of diphenhydramine (dip) and 8-chlorotheophylline (ctp). scopolamine can be used before travel to prevent this illness. studies were conducted to evaluate the efficacy of scopolamine, absorbed through intact skin, in preventing motion sickness at sea. dimenhydrinate is a traditional and inexpensive antiemetic with an efficacy that might be considered as clinically relevant. thus, dimenhydrinate was compared with placebo in this prospective, randomized, double-blind study. although diphenhydramine is frequently used to treat pruritus and nausea in patients who have received neuraxial opioids, there are no data regarding its effect on ventilatory control. however, so far the quantitative effect of dimenhydrinate in the prophylaxis of postoperative nausea and vomiting (ponv) has not been evaluated systematically. dimenhydrinate or placebo was given 1.5 hr before motion and again 2.5 hr after motion began. aprepitant can be effective in the treatment of refractory dhe-induced nausea and emesis. diphenhydramine and its theoclate salt dimenhydrinate are traditional antiemetics still in use. although diphenhydramine hydrochloride is known to eliminate or reduce the symptoms of dystonia in human patients with acute dystonic reactions and idiopathic torsion dystonia, its mechanism of action is still unclear. the modulatory effect of diphenhydramine on pvn neuron activity may explain in part this drug's efficacy in treating motion sickness. diphenhydramine is an antihistamine with previously demonstrated analgesic and antiemetic properties. results from randomized controlled trials investigating the efficacy of dimenhydrinate vs. a control to prevent ponv were included in a meta-analysis. |||",1
